facility_code,facility_name,official_name,keph_level,facility_type,facility_type_category,owner,owner_type,regulatory_body,beds,cots,beds_and_cots,county,constituency,sub_county,ward,operation_status,open_whole_day,open_public_holidays,open_weekends,open_late_night,service_names,source,keph_level_numeric,facility_id,eligible_hemodialysis,eligible_icu_ventilator,eligible_anesthesia_theatre,eligible_mri_ct,eligible_xray,eligible_ultrasound,eligible_patient_monitor,equipment_eligible_any
25003.0,Kisii Family Medical Centre,Kisii Family Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,0,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,25003.0,False,False,False,False,False,False,False,False
25001.0,Precious Hospital,Precious Hospital,Level 3,Medical Center,MEDICAL CENTER,Private Practice- Pharmacist,Private Practice,,22,1,23,Embu,Mbeere North,Mbeere North,Evurore,Operational,Yes,No,No,No,,kmhfr_openafrica_2020,3.0,25001.0,False,False,False,False,True,True,True,True
25005.0,Mariakani Community Healthcare Services,Mariakani Community Healthcare Services(Kaloleni),Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,1,0,1,Kilifi,Kaloleni,Kaloleni,Kaloleni,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,3.0,25005.0,False,False,False,False,True,True,True,True
25112.0,Kabazi Hope Medical Care Clinic,Kabazi Hope Medical Care Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Nakuru,Subukia,Subukia,Kabazi,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25112.0,False,False,False,False,False,False,False,False
25000.0,Mediquest Diagnostic Centre Limited(Naivasha),Mediquest Diagnostic Centre Limited(Naivasha),Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Nakuru,Naivasha,Naivasha,Viwandani,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,3.0,25000.0,False,False,False,False,True,True,True,True
24999.0,Lifetime Wellness Rehabilitation  Centre,Lifetime Wellness  Centre,Level 2,Rehab. Center - Drug and Substance abuse,STAND ALONE,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,20,0,20,Kiambu,Limuru,Limuru,Ngecha Tigoni,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24999.0,False,False,False,False,False,False,False,False
24998.0,Dosage Medical Centre,Dosage Medical Centre,Level 3,Nursing Homes,NURSING HOME,Private Practice- Pharmacist,Private Practice,Kenya MPDB,8,0,8,Kitui,Mwingi Central,Mwingi Central,Central,Operational,Yes,No,No,No,,kmhfr_openafrica_2020,3.0,24998.0,False,False,False,False,True,True,True,True
24993.0,Tudor Health Clinic,Tudor Health Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,,6,0,6,Homa Bay,Mbita,Mbita,Kasgunga,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24993.0,False,False,False,False,False,False,False,False
24992.0,Pema Community Diagnostic and Medical Centre,Pema Community Diagnostic and Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Nairobi,Embakasi East,Embakasi East,Utawala,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24992.0,False,False,False,False,False,False,False,False
24991.0,Olivelink Healthcare Limited,Olivelink Healthcare Limited,Level 3,Nursing and Maternity Home,NURSING HOME,Private Practice - Private Company,Private Practice,Kenya MPDB,14,0,14,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24991.0,False,False,False,False,True,True,True,True
24997.0,CHIGOMBERO,Chigombero Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kwale,Lunga Lunga,Lunga Lunga,Pongwe/Kikokeni,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24997.0,False,False,False,False,False,False,False,False
24990.0,Sori Lakeside Hospital,Sori Lakeside Hospital,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,,30,0,30,Homa Bay,Mbita,Mbita,Kasgunga,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24990.0,False,False,False,False,True,True,True,True
24994.0,muungano dispensary,Muungano Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kwale,Matuga,Matuga,Tiwi,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24994.0,False,False,False,False,False,False,False,False
24995.0,Barts Medical Limited,Barts Medical Limited,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),22,2,24,Mandera,Mandera East,Mandera East,Arabia,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24995.0,False,False,False,False,True,True,True,True
24996.0,Koromey Dispensary,Koromey Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Pharmacy & Poisons Board,5,0,5,Mandera,Mandera East,Mandera East,Township,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24996.0,False,False,False,False,False,False,False,False
24989.0,Polani Medical Centre,Polani Medical Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,6,0,6,Kilifi,Kaloleni,Kaloleni,Mariakani,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24989.0,False,False,False,False,True,True,True,True
24987.0,MULUNDU DISPENSARY,MULUNDU DISPENSARY,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Vihiga,Hamisi,Hamisi,Muhudu,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24987.0,False,False,False,False,False,False,False,False
24984.0,Dr. Odongo Medical Clinic,Dr. Odongo Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,0,Kakamega,Lurambi,Lurambi,Mahiakalo,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24984.0,False,False,False,False,False,False,False,False
24983.0,BNM,Bwana ni Mwema Hospital,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,20,2,22,Migori,Kuria West,Kuria West,Isibania,Operational,No,No,No,No,,kmhfr_openafrica_2020,3.0,24983.0,False,False,False,False,True,True,True,True
24982.0,Nioyani Memorial Hospita,Nioyani Memorial Hospital,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,18,6,24,Migori,Uriri,Uriri,East Kanyamkago,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24982.0,False,False,False,False,True,True,True,True
24986.0,CHEPTULU DISPENSARY,CHEPTULU DISPENSARY,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Vihiga,Hamisi,Hamisi,Shiru,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24986.0,False,False,False,False,False,False,False,False
24980.0,Joy Morangi  Medical Centre,Joy Morangi  Medical Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,,6,0,6,Nyamira,Kitutu Masaba,Manga,Kamera,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24980.0,False,False,False,False,True,True,True,True
24981.0,Glogoh Hospital Limited,Glogoh Hospital Limited,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,Kenya MPDB,75,12,87,Uasin Gishu,Kapseret,Kapseret,Langas,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,4.0,24981.0,True,True,True,False,True,True,True,True
24979.0,Kenyatta University Teaching Refferal and Research Hospital,Kenyatta University Teaching Refferal and Research Hospital,Level 6,Comprehensive Teaching & Tertiary Referral Hospital,HOSPITALS,Public Institution - Parastatal,Ministry of Health,Ministry of Health,600,30,630,Nairobi,Roysambu,Roysambu,Kahawa,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,6.0,24979.0,True,True,True,True,True,True,True,True
24978.0,Lamaiywet Dispensary,Lamaiywet Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Uasin Gishu,Kapseret,Kapseret,Ngeria,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24978.0,False,False,False,False,False,False,False,False
24977.0,Ngara Falls Dispensary,Ngara Falls Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,0,4,Uasin Gishu,Kapseret,Kapseret,Ngeria,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24977.0,False,False,False,False,False,False,False,False
24976.0,Deecare Medical Centre,Deecare Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice Lab Technician/Technologist,Private Practice,Kenya MPDB,0,0,0,Muranga,Kigumo,Kigumo,Kangari,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24976.0,False,False,False,False,False,False,False,False
24975.0,Kyumbi Family Hospital Limited,Kyumbi Family Hospital Limited,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,15,0,15,Machakos,Mavoko,Athi River,Kinanie,Operational,No,No,No,No,,kmhfr_openafrica_2020,3.0,24975.0,False,False,False,False,True,True,True,True
24974.0,Fountain of Hope Treatment Centre,Fountain of Hope Treatment Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,18,0,18,Machakos,Mavoko,Athi River,Syokimau/Mulolongo,Operational,Yes,No,No,No,,kmhfr_openafrica_2020,3.0,24974.0,False,False,False,False,True,True,True,True
24973.0,Luthehe Dispensary,Luthehe Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Siaya,Ugenya,Ugenya,East Ugenya,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24973.0,False,False,False,False,False,False,False,False
25022.0,Muthure Medical Clinic,Muthure Medical Clinic,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Kiambu,Kabete,Kabete,Gitaru,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,3.0,25022.0,False,False,False,False,True,True,True,True
24971.0,Dalcoo Medical Centre(Kisumu Central),Dalcoo Medical Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,20,4,24,Kisumu,Kisumu Central,Kisumu Central,Kondele,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24971.0,False,False,False,False,True,True,True,True
24968.0,KWA NYAGA FAMILY MEDICAL CENTRE,KWA NYAGA FAMILY MEDICAL CENTRE,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0,0,0,Muranga,Kigumo,Kigumo,Kangari,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24968.0,False,False,False,False,False,False,False,False
24962.0,Canaan Medical Clinic (Turkana South),Canaan Medical Clinic (Turkana South),Level 2,MEDICAL CLINIC,,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Turkana,Turkana South,Turkana South,Lokichar,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24962.0,False,False,False,False,False,False,False,False
24963.0,Erusiai Dispensary,Erusiai Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Narok,Narok North,Narok North,Melili,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24963.0,False,False,False,False,False,False,False,False
24960.0,Karira Medical Rehabilitation and Medical Clinic,Karira Medical Rehabilitation and Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,,20,0,20,Kajiado,Kajiado North,Kajiado North,Olkeri,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24960.0,False,False,False,False,False,False,False,False
24969.0,Lvct  Ruaka Dice,LVCT Dice (Ruaka),Level 2,VCT,STAND ALONE,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,0,Kiambu,Kiambaa,Kiambaa,Ndenderu,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24969.0,False,False,False,False,False,False,False,False
24961.0,Mirror Care Medical Centre,Mirror Care Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Kiambu,Juja,Juja,Theta,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24961.0,False,False,False,False,False,False,False,False
24958.0,Rangau Medical Clinic,Rangau Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0,0,0,Kajiado,Kajiado North,Kajiado North,Ongata Rongai,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24958.0,False,False,False,False,False,False,False,False
24957.0,Forth Worth Medical Clinic,Forth Worth Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Kajiado,Kajiado North,Kajiado North,Ongata Rongai,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24957.0,False,False,False,False,False,False,False,False
24954.0,Percy Health Clinic,Percy Health Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Muranga,Kiharu,Kiharu,Township,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24954.0,False,False,False,False,False,False,False,False
24953.0,Triza Medical Clinic,Triza Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Kilifi,Kilifi South,Kilifi South,Mtepeni,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24953.0,False,False,False,False,False,False,False,False
24952.0,Frevane Hospital,Frevane Hospital,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,50,5,55,Embu,Manyatta,Manyatta,Mbeti North,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,4.0,24952.0,True,True,True,False,True,True,True,True
24951.0,Eloi medical clinic,Eloi medical clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0,0,0,Nyeri,Kieni,Kieni West,Mwiyogo/Endarasha,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,24951.0,False,False,False,False,False,False,False,False
24950.0,Gitegi Medical clinic,Gitegi Medical clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,,0,0,0,Nyeri,Kieni,Kieni West,Mwiyogo/Endarasha,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24950.0,False,False,False,False,False,False,False,False
24949.0,Angeline Health Care,Angeline Health Care,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0,0,0,Kisumu,Kisumu East,Kisumu East,Manyatta B,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,24949.0,False,False,False,False,False,False,False,False
24964.0,Naroosura Medical Services,Naroosura Medical Services,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Narok,Narok South,Narok South,Maji Moto/Naroosura,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24964.0,False,False,False,False,False,False,False,False
24948.0,Mwiboma,Amilia Medical Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),1,0,1,Bungoma,Bumula,Bumula,Khasoko,Operational,No,No,No,No,,kmhfr_openafrica_2020,3.0,24948.0,False,False,False,False,True,True,True,True
24947.0,Myanga Nursing HomeAnnex,Myanga Nursing Home,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,20,0,20,Bungoma,Bumula,Bumula,Kimaeti,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,4.0,24947.0,True,True,True,False,True,True,True,True
24946.0,Medof Clinic,Medof Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Kiambu,Juja,Juja,Witeithie,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24946.0,False,False,False,False,False,False,False,False
24945.0,Chashleeda Medical Centre,Chashleeda Medical Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,7,2,9,Nyamira,Kitutu Masaba,Masaba North,Rigoma,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24945.0,False,False,False,False,True,True,True,True
24943.0,Hopkins Medical Centre,Hopkins Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Kiambu,Ruiru,Ruiru,Gitothua,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24943.0,False,False,False,False,False,False,False,False
24944.0,Gitiri Dispensary,Gitiri Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Muranga,Kiharu,Kiharu,Mugoiri,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,24944.0,False,False,False,False,False,False,False,False
24940.0,Fairmont Hospital,Fairmont Hospital,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,20,4,24,Kisumu,Kisumu Central,Kisumu Central,Railways,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,4.0,24940.0,True,True,True,False,True,True,True,True
24967.0,Kinondo Kwetu Medical Clinic(Shimbahills),Kinondo Kwetu Medical Clinic (Shimbahills),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Clinical Officers Council,0,0,0,Kwale,Matuga,Matuga,Kubo South,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,24967.0,False,False,False,False,False,False,False,False
24939.0,Ladopharma Medical Centre-Masara LTD,Ladopharma Medical Centre-Masara LTD,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,25,1,26,Migori,Suna West,Suna West,Wiga,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24939.0,False,False,False,False,True,True,True,True
24938.0,Ladopharma Nursing Home Ltd-Rongo,Ladopharma Nursing Home Ltd (Rongo),Level 3,Nursing and Maternity Home,NURSING HOME,Private Practice - General Practitioner,Private Practice,Kenya MPDB,12,2,14,Migori,Rongo,Rongo,Central Kamagambo,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24938.0,False,False,False,False,True,True,True,True
24937.0,ACC&S Kigumo Dispensary,ACC&S Kigumo Dispensary,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Muranga,Kigumo,Kigumo,Kigumo,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,24937.0,False,False,False,False,False,False,False,False
24936.0,BLISS  MEDICAL CENTER,BLISS GVS MEDICAL CENTER NKUBU,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Meru,South Imenti,Imenti South,Nkuene,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24936.0,False,False,False,False,False,False,False,False
24935.0,Ikulumbutuni Dispensary,AIC Ikulumbutuni Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Kitui Rural,Kitui Rural,Kwavonza/Yatta,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24935.0,False,False,False,False,False,False,False,False
24934.0,First Care Medical,First Care Medical,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0,0,0,Turkana,Turkana Central,Turkana Central,Lodwar Township,Operational,No,No,No,Yes,,kmhfr_openafrica_2020,2.0,24934.0,False,False,False,False,False,False,False,False
24932.0,Sustainable Action Plus Clinic,Sustainable Action Plus Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Siaya,Alego Usonga,Alego Usonga,North Alego,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,24932.0,False,False,False,False,False,False,False,False
24959.0,Imara Highway Clinic,Imara Highway Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Ministry of Health,1,0,1,Kakamega,Malava,Malava,Shirungu-mugai,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24959.0,False,False,False,False,False,False,False,False
24930.0,Jemarice Medical Clinic,Jemarice Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Kirinyaga,Mwea,Kirinyaga South,Nyangati,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24930.0,False,False,False,False,False,False,False,False
24929.0,Mediheal Hospital (Nakuru) Annex,Mediheal Hospital (Nakuru) Annex,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,30,4,34,Nakuru,Nakuru Town East,Nakuru West,London,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,4.0,24929.0,True,True,True,False,True,True,True,True
24928.0,St Lameck huduma nursing home,St Lameck huduma nursing home,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,26,0,26,Nakuru,Rongai,Rongai,Mosop,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24928.0,False,False,False,False,True,True,True,True
24956.0,St. Simiyu Medical Centre Liyavo,St. Simiyu Medical Centre Liyavo,Level 3,Nursing and Maternity Home,NURSING HOME,Private Practice - General Practitioner,Private Practice,Kenya MPDB,49,2,51,Trans Nzoia,Kwanza,Kwanza,Kapomboi,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24956.0,False,False,False,False,True,True,True,True
24966.0,Eastend Doctors,Eastend Doctors,Level 3,Medical Center,MEDICAL CENTER,Private Practice- Pharmacist,Private Practice,Kenya MPDB,0,0,0,Nairobi,Kamukunji,Kamukunji,Eastleigh North,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,3.0,24966.0,False,False,False,False,True,True,True,True
24926.0,Emurutoto Health Centre,Emurutoto Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Narok,Kilgoris,Transmara West,Lolgorian,Operational,No,No,No,No,,kmhfr_openafrica_2020,3.0,24926.0,False,False,False,False,True,True,True,True
24925.0,Bliss Health Center Nyeri 2,Bliss Medical Center Nyeri 2,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,,0,0,0,Nyeri,Nyeri Town,Nyeri Central,Rware,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,3.0,24925.0,False,False,False,False,True,True,True,True
24941.0,BULLA PESA DISPENSARY ISIOLO,Bulla Pesa Dispensary (Isiolo),Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Isiolo,Isiolo North,Isiolo,Bulla Pesa,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24941.0,False,False,False,False,False,False,False,False
24923.0,Kidney Aid Dialisis Center Limited,Kidney Aid Dialisis Center Limited,Level 2,Dialysis Center,STAND ALONE,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,24923.0,False,False,False,False,False,False,False,False
24924.0,Mukuru Sunrise Medclinic,Mukuru Sunrise Medclinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,0,Nairobi,Embakasi South,Embakasi South,Kwa Njenga,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,24924.0,False,False,False,False,False,False,False,False
24933.0,Restesar Community Medical Centre,Restesar Community Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Kiambu,Ruiru,Ruiru,Mwiki,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24933.0,False,False,False,False,False,False,False,False
24922.0,Flocfami Health Clinic,Flocfami Health Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,,0,0,0,Laikipia,Laikipia East,Laikipia East,Thingithu,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,24922.0,False,False,False,False,False,False,False,False
24921.0,City Point Kajiado,City Point Group of Hospitals Kajiado,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,20,0,20,Kajiado,Kajiado Central,Kajiado Central,Dalalekutuk,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24921.0,False,False,False,False,True,True,True,True
24920.0,Your Family clinics-Silibwet,Your Family clinics-Silibwet,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Bomet,Bomet Central,Bomet Central,Silibwet Township,Operational,No,No,No,No,,kmhfr_openafrica_2020,3.0,24920.0,False,False,False,False,True,True,True,True
24972.0,Kalokol Medical Services,Kalokol Medical Services,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,2,0,2,Turkana,Turkana Central,Turkana Central,Kalokol,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,24972.0,False,False,False,False,False,False,False,False
25010.0,Kilili Health Care,Kilili Health Care,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Meru,Igembe South,Igembe South,Athiru Gaiti,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,25010.0,False,False,False,False,False,False,False,False
24919.0,Aga Khan  Bomet,Aga Khan  Bomet,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,0,Bomet,Bomet Central,Bomet Central,Silibwet Township,Operational,No,No,No,No,,kmhfr_openafrica_2020,3.0,24919.0,False,False,False,False,True,True,True,True
