facility_code,facility_name,official_name,keph_level,facility_type,facility_type_category,owner,owner_type,regulatory_body,beds,cots,beds_and_cots,county,constituency,sub_county,ward,operation_status,open_whole_day,open_public_holidays,open_weekends,open_late_night,service_names,source,keph_level_numeric,facility_id,eligible_hemodialysis,eligible_icu_ventilator,eligible_anesthesia_theatre,eligible_mri_ct,eligible_xray,eligible_ultrasound,eligible_patient_monitor,equipment_eligible_any
24918.0,The Nairobi Hospital Rosslyn Riviera Out Patient Centre,The Nairobi Hospital Rosslyn Riviera Out Patient Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,,0,0,0,Nairobi,Westlands,Westlands,Karura,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,3.0,24918.0,False,False,False,False,True,True,True,True
24917.0,Bendito Medical Center,Bendito Medical Center,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,,0,0,0,Embu,Mbeere North,Mbeere North,Nthawa,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24917.0,False,False,False,False,False,False,False,False
24914.0,K.P.A ICD Clinic Nairobi,K.P.A ICD Clinic Nairobi,Level 3,Basic Health Centre,HEALTH CENTRE,Public Institution - Parastatal,Ministry of Health,Kenya MPDB,7,0,7,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24914.0,False,False,False,False,True,True,True,True
24916.0,Tenamyles Healthcare,Tenamyles Healthcare,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0,1,1,Nairobi,Embakasi West,Embakasi West,Umoja II,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24916.0,False,False,False,False,False,False,False,False
24913.0,Kiambu Specialist Doctors Plaza,Kiambu Specialist Doctors Plaza,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,0,Kiambu,Kiambu,Kiambu Town,Township,Operational,No,No,No,No,,kmhfr_openafrica_2020,3.0,24913.0,False,False,False,False,True,True,True,True
24912.0,St Catherine of Sienna Medical Centre,St Catherine of Sienna Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Machakos,Mavoko,Athi River,Syokimau/Mulolongo,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,24912.0,False,False,False,False,False,False,False,False
25048.0,MWARAGIRA,ZEVA MEDICAL CENTRE,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,2,1,3,Kisii,Kitutu Chache North,Kitutu Chache North,Kegogi,Operational,Yes,No,No,No,,kmhfr_openafrica_2020,2.0,25048.0,False,False,False,False,False,False,False,False
24942.0,LEBARSHERIK DISPENSARY ISIOLO,Lebarsherik Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Isiolo,Isiolo North,Isiolo,Oldo/Nyiro,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,24942.0,False,False,False,False,False,False,False,False
24910.0,Isiolo County Nursing Home,Isiolo County Nursing Home,Level 3,Nursing Homes,NURSING HOME,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,20,1,21,Isiolo,Isiolo North,Isiolo,Wabera,Operational,No,No,No,Yes,,kmhfr_openafrica_2020,3.0,24910.0,False,False,False,False,True,True,True,True
24909.0,Biqilla Medical Centre,Biqilla Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,,0,0,0,Isiolo,Isiolo North,Isiolo,Wabera,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24909.0,False,False,False,False,False,False,False,False
24905.0,Hope G Star Clinic,Hope G Star Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Meru,South Imenti,Imenti South,Igoji West,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,24905.0,False,False,False,False,False,False,False,False
24903.0,Breetons Medical Centre,Breetons Medical Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,0,Narok,Kilgoris,Transmara West,Shankoe,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,3.0,24903.0,False,False,False,False,True,True,True,True
24906.0,Jalin Medical Centre,Jalin Medical Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,10,3,13,Kilifi,Kilifi North,Kilifi North,Kibarani,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24906.0,False,False,False,False,True,True,True,True
24901.0,Kiminju Health Services,Kiminju Health Services,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Nakuru,Njoro,Njoro,Mau Narok,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,24901.0,False,False,False,False,False,False,False,False
24911.0,Iturai Medical Clinic,Iturai Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Nakuru,Subukia,Subukia,Subukia,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,24911.0,False,False,False,False,False,False,False,False
24899.0,Medibear Health services,Medibear Health services,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0,0,0,Kajiado,Kajiado East,Kajiado East,Oloosirkon/Sholinke,Operational,No,No,No,Yes,,kmhfr_openafrica_2020,2.0,24899.0,False,False,False,False,False,False,False,False
24904.0,Good Neighbour clinic,Good Neighbour clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Pharmacy & Poisons Board,1,0,1,Kisumu,Kisumu West,Kisumu West,West Kisumu,Operational,No,No,No,Yes,,kmhfr_openafrica_2020,2.0,24904.0,False,False,False,False,False,False,False,False
24898.0,Lobur Mission Dispensary,Lobur Mission Dispensary,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Ministry of Health,0,0,0,Turkana,Turkana North,Kibish,Kibish,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24898.0,False,False,False,False,False,False,False,False
24902.0,Phense  Medical Clinic,Phense  Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Nyeri,Nyeri Town,Nyeri Central,Gatitu/Muruguru,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,24902.0,False,False,False,False,False,False,False,False
24897.0,Kapkeno Dispensary,Kapkeno Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Uasin Gishu,Ainabkoi,Ainabkoi,Ainabkoi/Olare,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24897.0,False,False,False,False,False,False,False,False
25015.0,Jamii Medical Clinic (Kikuyu),Jamii Medical Clinic (Kikuyu),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Kiambu,Kikuyu,Kikuyu,Kinoo,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,25015.0,False,False,False,False,False,False,False,False
24895.0,Letwa,Letwa Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kapenguria,West Pokot,Sook,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24895.0,False,False,False,False,False,False,False,False
24894.0,Mwoanda Medical Healthcare Clinic,Mwoanda Medical Healthcare Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Nyandarua,Oljorook,Oljoroorok,Charagita,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24894.0,False,False,False,False,False,False,False,False
24893.0,Samuli Dispensary,Samuli Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kajiado,Kajiado East,Kajiado East,Kenyawa-poka,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24893.0,False,False,False,False,False,False,False,False
24892.0,Kangondi Dispensary,Kangondi Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,0,0,0,Kitui,Kitui West,Kitui West,Mutongoni,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24892.0,False,False,False,False,False,False,False,False
24890.0,Ngengi Dispensary,Ngengi Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Machakos,Yatta,Yatta,Matuu,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24890.0,False,False,False,False,False,False,False,False
24900.0,Kamugu Dispensary,Kamugu Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Embu,Mbeere North,Mbeere North,Nthawa,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24900.0,False,False,False,False,False,False,False,False
24889.0,Ndigiria Dispensary,Ndigiria Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kilifi,Ganze,Ganze,Sokoke,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24889.0,False,False,False,False,False,False,False,False
24888.0,Kilimani Childrens Clinic,Kilimani Childrens Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,1,1,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,24888.0,False,False,False,False,False,False,False,False
24887.0,Ngecha dispensary,Ngecha dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nakuru,Rongai,Rongai,Mosop,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24887.0,False,False,False,False,False,False,False,False
24886.0,Wandalo Medical Clinic,Wandalo Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Uasin Gishu,Kapseret,Kapseret,Simat/Kapseret,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24886.0,False,False,False,False,False,False,False,False
25007.0,Kolongolo Mission Dispensary,Kolongolo Mission Dispensary,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,2,1,3,Trans Nzoia,Kwanza,Kwanza,Keiyo,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25007.0,False,False,False,False,False,False,False,False
24883.0,Royaleridah Medical Clinic,Royaleridah Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,5,0,5,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24883.0,False,False,False,False,False,False,False,False
24882.0,Havilah Medical Centre,Havilah Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,2,0,2,Nairobi,Embakasi South,Embakasi South,Pipeline,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24882.0,False,False,False,False,False,False,False,False
24881.0,Silverkid Utawala Healthcare,Silverkid Utawala Healthcare,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,4,0,4,Nairobi,Embakasi East,Embakasi East,Utawala,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24881.0,False,False,False,False,False,False,False,False
24880.0,Danid Care Services,Danid Care Services,Level 3,Nursing Homes,NURSING HOME,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,30,0,30,Kisumu,Kisumu Central,Kisumu Central,Kondele,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24880.0,False,False,False,False,True,True,True,True
24885.0,Masewani,Masewani Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,1,1,Machakos,Yatta,Yatta,Matuu,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24885.0,False,False,False,False,False,False,False,False
25002.0,Ponalabs Health Services,Ponalabs Health Services,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25002.0,False,False,False,False,False,False,False,False
24879.0,ACK St. Stephen's Ralak Medical Clinic,ACK St. Stephen's Ralak Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Christian Health Association of Kenya,Faith Based Organization,Clinical Officers Council,3,0,3,Siaya,Ugenya,Ugenya,North Ugenya,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24879.0,False,False,False,False,False,False,False,False
24878.0,Access Afya Mathare,Access Afya Mathare,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,0,Nairobi,Mathare,Mathare,Mabatini,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24878.0,False,False,False,False,False,False,False,False
24877.0,Villa Medical Centre,Villa Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Nairobi,Mathare,Mathare,Mabatini,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,24877.0,False,False,False,False,False,False,False,False
25067.0,Sinaia Medical Clinic,Sinaia Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,10,0,10,Nakuru,Kuresoi South,Kuresoi South,Tinet,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25067.0,False,False,False,False,False,False,False,False
24875.0,Ng'oli Community,Ng'oli Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bungoma,Bumula,Bumula,West Bukusu,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24875.0,False,False,False,False,False,False,False,False
24871.0,ABISHAG MEDICAL CLINIC,ABISHAG MEDICAL CLINIC,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Nyandarua,Oljorook,Oljoroorok,Weru,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24871.0,False,False,False,False,False,False,False,False
24988.0,JIDDAH MEDICAL CLINIC,JIDDAH MEDICAL CLINIC,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Tana River,Galole,Galole,Wayu,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24988.0,False,False,False,False,False,False,False,False
24870.0,Mayan Lifestyle Medical Center,Mayan Lifestyle Medical Center,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Kiambu,Kiambu,Kiambu Town,Township,Operational,No,No,No,No,,kmhfr_openafrica_2020,3.0,24870.0,False,False,False,False,True,True,True,True
24869.0,Kojabdar Medical Clinic,Kojabdar Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Kwale,Msambweni,Msambweni,Gambato Bongwe,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24869.0,False,False,False,False,False,False,False,False
24868.0,Oasis Doctors Plaza Kakamega,Oasis Doctors Plaza Kakamega,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,0,Kakamega,Lurambi,Lurambi,Shirere,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24868.0,False,False,False,False,False,False,False,False
24908.0,Star Heal Medical Clinic,Star Heal Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,3,1,4,Migori,Kuria West,Kuria West,Tagare,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24908.0,False,False,False,False,False,False,False,False
24866.0,Nyamase Medical Centre,Nyamase Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,,2,0,2,Migori,Kuria West,Kuria West,Masaba,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24866.0,False,False,False,False,False,False,False,False
24907.0,Remba Royal Medical Clinic,Remba Royal Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Clinical Officers Council,0,0,0,Homa Bay,Mbita,Mbita,Mfangano Island,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24907.0,False,False,False,False,False,False,False,False
24864.0,Duke Healthcare,Duke Healthcare,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Muranga,Maragwa,muranga south,Makuyu,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,24864.0,False,False,False,False,False,False,False,False
24863.0,St Patrick Clinic KMMA (CAITHS),St Patrick Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Homa Bay,Mbita,Mbita,Rusinga Island,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,24863.0,False,False,False,False,False,False,False,False
24862.0,Morwong'ar Dispensary,Morwong'ar Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kacheliba,Pokot North,Suam,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24862.0,False,False,False,False,False,False,False,False
24861.0,Ombolion Dispensary,Ombolion Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kacheliba,Pokot North,Kasei,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24861.0,False,False,False,False,False,False,False,False
24860.0,Riverside Medicare Centre,Riverside Medicare Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Institution Academic,Private Practice,Clinical Officers Council,0,0,0,Kiambu,Kiambaa,Kiambaa,Kihara,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,24860.0,False,False,False,False,True,True,True,True
24857.0,Emaiyian Central Medical Services,Emaiyian Central Medical Services,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0,0,0,Nakuru,Naivasha,Naivasha,Maeilla,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,24857.0,False,False,False,False,False,False,False,False
24856.0,Gikiiro Dispensary,Gikiiro Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,0,0,0,Embu,Mbeere South,Mbeere South,Mavuria,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24856.0,False,False,False,False,False,False,False,False
25097.0,My FatherMedical Clinic,My FatherMedical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Lamu,Lamu West,Lamu West,Hongwe,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25097.0,False,False,False,False,False,False,False,False
24858.0,Morwebong Dispensary,Morwebong Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kacheliba,Pokot North,Suam,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24858.0,False,False,False,False,False,False,False,False
24854.0,Sirwach Dispensary,Sirwach Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kacheliba,Pokot North,Kasei,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24854.0,False,False,False,False,False,False,False,False
24859.0,Karameri Dispensary,Karameri Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kacheliba,Pokot North,Kodich,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,24859.0,False,False,False,False,False,False,False,False
14004.0,Our Lady of Lourdes Dispensary (Gucha),Our Lady of Lourdes Dispensary (Gucha),Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Other,10,0,10,Kisii,Bomachoge Chache,Bomachoge Chache,Boochi/Tendere,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,14004.0,False,False,False,False,False,False,False,False
24867.0,Omulo Dispensary,Omulo Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Migori,Uriri,Uriri,Central Kanyamkago,Operational,Yes,No,No,No,,kmhfr_openafrica_2020,2.0,24867.0,False,False,False,False,False,False,False,False
